,date,country,total_cases_predict,total_cases_real,total_deaths_predict,total_deaths_real,error_abs_cases,error_abs_deaths
0,2020-03-29,France,37972.0,37575.0,2517.0,2314.0,397.0,203.0
0,2020-03-29,China,82472.0,82342.0,3304.0,3306.0,130.0,-2.0
0,2020-03-29,Italy,93505.0,92472.0,10092.0,10023.0,1033.0,69.0
0,2020-03-29,Spain,74605.0,72248.0,5565.0,5690.0,2357.0,-125.0
0,2020-03-29,United States,128133.0,124665.0,2201.0,2191.0,3468.0,10.0
