,date,country,total_cases_predict,total_cases_real,total_deaths_predict,total_deaths_real,error_abs_cases,error_abs_deaths
0,2020-03-31,France,45016.0,44550.0,2891.0,3024.0,466.0,-133.0
0,2020-03-31,China,82714.0,82241.0,3314.0,3309.0,473.0,5.0
0,2020-03-31,Italy,103801.0,101739.0,11648.0,11591.0,2062.0,57.0
0,2020-03-31,Spain,84440.0,85195.0,7388.0,7340.0,-755.0,48.0
0,2020-03-31,United States,160815.0,164620.0,3233.0,3170.0,-3805.0,63.0
