,date,country,total_cases_predict,total_cases_real,total_deaths_predict,total_deaths_real,error_abs_cases,error_abs_deaths
0,2020-03-30,France,43022.0,40174.0,2715.0,2606.0,2848.0,109.0
0,2020-03-30,China,82601.0,82463.0,3308.0,3311.0,138.0,-3.0
0,2020-03-30,Italy,99266.0,97689.0,11095.0,10781.0,1577.0,314.0
0,2020-03-30,Spain,81599.0,78797.0,6594.0,6528.0,2802.0,66.0
0,2020-03-30,United States,148230.0,143025.0,2840.0,2509.0,5205.0,331.0
