,date,location,new_cases,new_deaths,total_cases,total_deaths
63,2020-03-08,Afghanistan,3.0,0,4.0,0
64,2020-03-11,Afghanistan,3.0,0,7.0,0
65,2020-03-15,Afghanistan,3.0,0,10.0,0
66,2020-03-16,Afghanistan,6.0,0,16.0,0
67,2020-03-17,Afghanistan,5.0,0,21.0,0
68,2020-03-18,Afghanistan,1.0,0,22.0,0
69,2020-03-19,Afghanistan,0.0,0,22.0,0
70,2020-03-20,Afghanistan,0.0,0,22.0,0
71,2020-03-21,Afghanistan,2.0,0,24.0,0
72,2020-03-22,Afghanistan,0.0,0,24.0,0
73,2020-03-23,Afghanistan,10.0,0,34.0,0
74,2020-03-24,Afghanistan,6.0,1,40.0,1
75,2020-03-25,Afghanistan,2.0,0,42.0,1
76,2020-03-26,Afghanistan,33.0,0,75.0,1
77,2020-03-27,Afghanistan,0.0,0,75.0,1
78,2020-03-28,Afghanistan,16.0,1,91.0,2
79,2020-03-29,Afghanistan,15.0,1,106.0,3
80,2020-03-30,Afghanistan,8.0,1,114.0,4
81,2020-03-31,Afghanistan,27.0,0,141.0,4
82,2020-04-01,Afghanistan,25.0,0,166.0,4
83,2020-04-02,Afghanistan,26.0,0,192.0,4
84,2020-04-03,Afghanistan,43.0,0,235.0,4
85,2020-04-04,Afghanistan,0.0,0,235.0,4
86,2020-04-05,Afghanistan,35.0,1,270.0,5
87,2020-04-06,Afghanistan,29.0,2,299.0,7
88,2020-04-07,Afghanistan,38.0,0,337.0,7
89,2020-04-08,Afghanistan,30.0,4,367.0,11
90,2020-04-09,Afghanistan,56.0,3,423.0,14
91,2020-04-10,Afghanistan,61.0,1,484.0,15
92,2020-04-11,Afghanistan,37.0,0,521.0,15
93,2020-04-12,Afghanistan,34.0,3,555.0,18
94,2020-04-13,Afghanistan,52.0,0,607.0,18
95,2020-04-14,Afghanistan,58.0,3,665.0,21
96,2020-04-15,Afghanistan,49.0,2,714.0,23
97,2020-04-16,Afghanistan,70.0,2,784.0,25
98,2020-04-17,Afghanistan,10.0,4,794.0,29
99,2020-04-18,Afghanistan,51.0,1,845.0,30
100,2020-04-19,Afghanistan,63.0,0,908.0,30
101,2020-04-20,Afghanistan,88.0,3,996.0,33
102,2020-04-21,Afghanistan,35.0,2,1031.0,35
103,2020-04-22,Afghanistan,61.0,1,1092.0,36
104,2020-04-23,Afghanistan,84.0,4,1176.0,40
105,2020-04-24,Afghanistan,105.0,2,1281.0,42
106,2020-04-25,Afghanistan,70.0,1,1351.0,43
107,2020-04-26,Afghanistan,112.0,4,1463.0,47
108,2020-04-27,Afghanistan,68.0,10,1531.0,57
109,2020-04-28,Afghanistan,172.0,0,1703.0,57
110,2020-03-09,Albania,2.0,0,2.0,0
111,2020-03-10,Albania,4.0,0,6.0,0
112,2020-03-11,Albania,4.0,0,10.0,0
113,2020-03-12,Albania,1.0,1,11.0,1
114,2020-03-13,Albania,12.0,0,23.0,1
115,2020-03-14,Albania,10.0,0,33.0,1
116,2020-03-15,Albania,5.0,0,38.0,1
117,2020-03-16,Albania,4.0,0,42.0,1
118,2020-03-17,Albania,9.0,0,51.0,1
119,2020-03-18,Albania,4.0,0,55.0,1
120,2020-03-19,Albania,4.0,1,59.0,2
121,2020-03-20,Albania,11.0,0,70.0,2
122,2020-03-21,Albania,0.0,0,70.0,2
123,2020-03-22,Albania,6.0,0,76.0,2
124,2020-03-23,Albania,13.0,0,89.0,2
125,2020-03-24,Albania,11.0,2,100.0,4
126,2020-03-25,Albania,23.0,1,123.0,5
127,2020-03-26,Albania,23.0,0,146.0,5
128,2020-03-27,Albania,28.0,1,174.0,6
129,2020-03-28,Albania,12.0,3,186.0,9
130,2020-03-29,Albania,11.0,1,197.0,10
131,2020-03-30,Albania,15.0,0,212.0,10
132,2020-03-31,Albania,11.0,2,223.0,12
133,2020-04-01,Albania,20.0,3,243.0,15
134,2020-04-02,Albania,16.0,0,259.0,15
135,2020-04-03,Albania,18.0,1,277.0,16
136,2020-04-04,Albania,27.0,1,304.0,17
137,2020-04-05,Albania,29.0,2,333.0,19
138,2020-04-06,Albania,28.0,2,361.0,21
139,2020-04-07,Albania,16.0,1,377.0,22
140,2020-04-08,Albania,6.0,0,383.0,22
141,2020-04-09,Albania,17.0,0,400.0,22
142,2020-04-10,Albania,9.0,1,409.0,23
143,2020-04-11,Albania,7.0,0,416.0,23
144,2020-04-12,Albania,17.0,0,433.0,23
145,2020-04-13,Albania,13.0,0,446.0,23
146,2020-04-14,Albania,21.0,0,467.0,23
147,2020-04-15,Albania,8.0,1,475.0,24
148,2020-04-16,Albania,19.0,1,494.0,25
149,2020-04-17,Albania,24.0,1,518.0,26
150,2020-04-18,Albania,21.0,0,539.0,26
151,2020-04-19,Albania,9.0,0,548.0,26
152,2020-04-20,Albania,14.0,0,562.0,26
153,2020-04-21,Albania,22.0,0,584.0,26
154,2020-04-22,Albania,25.0,0,609.0,26
155,2020-04-23,Albania,25.0,1,634.0,27
156,2020-04-24,Albania,29.0,0,663.0,27
157,2020-04-25,Albania,15.0,0,678.0,27
158,2020-04-26,Albania,34.0,0,712.0,27
159,2020-04-27,Albania,14.0,1,726.0,28
160,2020-04-28,Albania,10.0,0,736.0,28
161,2019-12-31,Algeria,0.0,0,0.0,0
162,2020-01-01,Algeria,0.0,0,0.0,0
163,2020-01-02,Algeria,0.0,0,0.0,0
164,2020-01-03,Algeria,0.0,0,0.0,0
165,2020-01-04,Algeria,0.0,0,0.0,0
166,2020-01-05,Algeria,0.0,0,0.0,0
167,2020-01-06,Algeria,0.0,0,0.0,0
168,2020-01-07,Algeria,0.0,0,0.0,0
169,2020-01-08,Algeria,0.0,0,0.0,0
170,2020-01-09,Algeria,0.0,0,0.0,0
171,2020-01-10,Algeria,0.0,0,0.0,0
172,2020-01-11,Algeria,0.0,0,0.0,0
173,2020-01-12,Algeria,0.0,0,0.0,0
174,2020-01-13,Algeria,0.0,0,0.0,0
175,2020-01-14,Algeria,0.0,0,0.0,0
176,2020-01-15,Algeria,0.0,0,0.0,0
177,2020-01-16,Algeria,0.0,0,0.0,0
178,2020-01-17,Algeria,0.0,0,0.0,0
179,2020-01-18,Algeria,0.0,0,0.0,0
180,2020-01-19,Algeria,0.0,0,0.0,0
181,2020-01-20,Algeria,0.0,0,0.0,0
182,2020-01-21,Algeria,0.0,0,0.0,0
183,2020-01-22,Algeria,0.0,0,0.0,0
184,2020-01-23,Algeria,0.0,0,0.0,0
185,2020-01-24,Algeria,0.0,0,0.0,0
186,2020-01-25,Algeria,0.0,0,0.0,0
187,2020-01-26,Algeria,0.0,0,0.0,0
188,2020-01-27,Algeria,0.0,0,0.0,0
189,2020-01-28,Algeria,0.0,0,0.0,0
190,2020-01-29,Algeria,0.0,0,0.0,0
191,2020-01-30,Algeria,0.0,0,0.0,0
192,2020-01-31,Algeria,0.0,0,0.0,0
193,2020-02-01,Algeria,0.0,0,0.0,0
194,2020-02-02,Algeria,0.0,0,0.0,0
195,2020-02-03,Algeria,0.0,0,0.0,0
196,2020-02-04,Algeria,0.0,0,0.0,0
197,2020-02-05,Algeria,0.0,0,0.0,0
198,2020-02-06,Algeria,0.0,0,0.0,0
199,2020-02-07,Algeria,0.0,0,0.0,0
200,2020-02-08,Algeria,0.0,0,0.0,0
201,2020-02-09,Algeria,0.0,0,0.0,0
202,2020-02-10,Algeria,0.0,0,0.0,0
203,2020-02-11,Algeria,0.0,0,0.0,0
204,2020-02-12,Algeria,0.0,0,0.0,0
205,2020-02-13,Algeria,0.0,0,0.0,0
206,2020-02-14,Algeria,0.0,0,0.0,0
207,2020-02-15,Algeria,0.0,0,0.0,0
208,2020-02-16,Algeria,0.0,0,0.0,0
209,2020-02-17,Algeria,0.0,0,0.0,0
210,2020-02-18,Algeria,0.0,0,0.0,0
211,2020-02-19,Algeria,0.0,0,0.0,0
212,2020-02-20,Algeria,0.0,0,0.0,0
213,2020-02-21,Algeria,0.0,0,0.0,0
214,2020-02-22,Algeria,0.0,0,0.0,0
215,2020-02-23,Algeria,0.0,0,0.0,0
216,2020-02-24,Algeria,0.0,0,0.0,0
217,2020-02-25,Algeria,0.0,0,0.0,0
218,2020-02-26,Algeria,1.0,0,1.0,0
219,2020-02-27,Algeria,0.0,0,1.0,0
220,2020-02-28,Algeria,0.0,0,1.0,0
221,2020-02-29,Algeria,0.0,0,1.0,0
222,2020-03-01,Algeria,2.0,0,3.0,0
223,2020-03-02,Algeria,0.0,0,3.0,0
224,2020-03-04,Algeria,2.0,0,5.0,0
225,2020-03-05,Algeria,7.0,0,12.0,0
226,2020-03-06,Algeria,5.0,0,17.0,0
227,2020-03-09,Algeria,3.0,0,20.0,0
228,2020-03-12,Algeria,0.0,0,20.0,0
229,2020-03-13,Algeria,5.0,1,25.0,1
230,2020-03-14,Algeria,1.0,1,26.0,2
231,2020-03-15,Algeria,11.0,0,37.0,2
232,2020-03-16,Algeria,11.0,2,48.0,4
233,2020-03-17,Algeria,10.0,0,58.0,4
234,2020-03-18,Algeria,2.0,1,60.0,5
235,2020-03-19,Algeria,12.0,1,72.0,6
236,2020-03-20,Algeria,18.0,1,90.0,7
237,2020-03-21,Algeria,12.0,3,102.0,10
238,2020-03-22,Algeria,37.0,5,139.0,15
239,2020-03-23,Algeria,62.0,2,201.0,17
240,2020-03-24,Algeria,29.0,0,230.0,17
241,2020-03-25,Algeria,34.0,2,264.0,19
242,2020-03-26,Algeria,38.0,2,302.0,21
243,2020-03-27,Algeria,65.0,4,367.0,25
244,2020-03-28,Algeria,42.0,1,409.0,26
245,2020-03-29,Algeria,45.0,3,454.0,29
246,2020-03-30,Algeria,57.0,2,511.0,31
247,2020-03-31,Algeria,73.0,4,584.0,35
248,2020-04-01,Algeria,132.0,9,716.0,44
249,2020-04-02,Algeria,131.0,14,847.0,58
250,2020-04-03,Algeria,139.0,5,986.0,63
251,2020-04-04,Algeria,185.0,42,1171.0,105
252,2020-04-05,Algeria,80.0,25,1251.0,130
253,2020-04-06,Algeria,69.0,22,1320.0,152
254,2020-04-07,Algeria,103.0,21,1423.0,173
255,2020-04-08,Algeria,45.0,20,1468.0,193
256,2020-04-09,Algeria,104.0,12,1572.0,205
257,2020-04-10,Algeria,94.0,30,1666.0,235
258,2020-04-11,Algeria,95.0,21,1761.0,256
259,2020-04-12,Algeria,64.0,19,1825.0,275
260,2020-04-13,Algeria,89.0,18,1914.0,293
261,2020-04-14,Algeria,69.0,20,1983.0,313
262,2020-04-15,Algeria,87.0,12,2070.0,325
263,2020-04-16,Algeria,90.0,11,2160.0,336
264,2020-04-17,Algeria,108.0,12,2268.0,348
265,2020-04-18,Algeria,150.0,16,2418.0,364
266,2020-04-19,Algeria,117.0,3,2535.0,367
267,2020-04-20,Algeria,94.0,8,2629.0,375
268,2020-04-21,Algeria,89.0,9,2718.0,384
269,2020-04-22,Algeria,93.0,8,2811.0,392
270,2020-04-23,Algeria,99.0,10,2910.0,402
271,2020-04-24,Algeria,97.0,5,3007.0,407
272,2020-04-25,Algeria,120.0,8,3127.0,415
273,2020-04-26,Algeria,129.0,4,3256.0,419
274,2020-04-27,Algeria,126.0,6,3382.0,425
275,2020-04-28,Algeria,135.0,7,3517.0,432
276,2020-03-03,Andorra,1.0,0,1.0,0
277,2020-03-14,Andorra,1.0,0,2.0,0
278,2020-03-16,Andorra,3.0,0,5.0,0
279,2020-03-17,Andorra,9.0,0,14.0,0
280,2020-03-18,Andorra,0.0,0,14.0,0
281,2020-03-19,Andorra,39.0,0,53.0,0
282,2020-03-20,Andorra,22.0,0,75.0,0
283,2020-03-21,Andorra,0.0,0,75.0,0
284,2020-03-22,Andorra,13.0,0,88.0,0
285,2020-03-23,Andorra,25.0,0,113.0,0
286,2020-03-24,Andorra,20.0,0,133.0,0
287,2020-03-25,Andorra,31.0,0,164.0,0
288,2020-03-26,Andorra,24.0,0,188.0,0
289,2020-03-27,Andorra,36.0,3,224.0,3
290,2020-03-28,Andorra,43.0,0,267.0,3
291,2020-03-29,Andorra,41.0,1,308.0,4
292,2020-03-30,Andorra,26.0,2,334.0,6
293,2020-03-31,Andorra,36.0,2,370.0,8
294,2020-04-01,Andorra,6.0,4,376.0,12
295,2020-04-02,Andorra,14.0,2,390.0,14
296,2020-04-03,Andorra,38.0,1,428.0,15
297,2020-04-04,Andorra,11.0,1,439.0,16
298,2020-04-05,Andorra,27.0,1,466.0,17
299,2020-04-06,Andorra,35.0,1,501.0,18
300,2020-04-07,Andorra,25.0,3,526.0,21
301,2020-04-08,Andorra,19.0,1,545.0,22
302,2020-04-09,Andorra,19.0,1,564.0,23
303,2020-04-10,Andorra,19.0,2,583.0,25
304,2020-04-11,Andorra,18.0,1,601.0,26
305,2020-04-12,Andorra,21.0,2,622.0,28
306,2020-04-13,Andorra,16.0,1,638.0,29
307,2020-04-14,Andorra,8.0,0,646.0,29
308,2020-04-15,Andorra,13.0,2,659.0,31
309,2020-04-16,Andorra,14.0,2,673.0,33
310,2020-04-17,Andorra,9.0,0,682.0,33
311,2020-04-18,Andorra,14.0,2,696.0,35
312,2020-04-19,Andorra,8.0,0,704.0,35
313,2020-04-20,Andorra,9.0,1,713.0,36
314,2020-04-21,Andorra,4.0,0,717.0,36
315,2020-04-22,Andorra,0.0,1,717.0,37
316,2020-04-23,Andorra,6.0,0,723.0,37
317,2020-04-24,Andorra,1.0,0,724.0,37
318,2020-04-25,Andorra,7.0,3,731.0,40
319,2020-04-26,Andorra,2.0,0,733.0,40
320,2020-04-27,Andorra,7.0,0,740.0,40
321,2020-04-28,Andorra,3.0,0,743.0,40
322,2020-03-22,Angola,2.0,0,2.0,0
323,2020-03-23,Angola,0.0,0,2.0,0
324,2020-03-24,Angola,0.0,0,2.0,0
325,2020-03-25,Angola,0.0,0,2.0,0
326,2020-03-26,Angola,0.0,0,2.0,0
327,2020-03-27,Angola,1.0,0,3.0,0
328,2020-03-28,Angola,1.0,0,4.0,0
329,2020-03-29,Angola,0.0,0,4.0,0
330,2020-03-30,Angola,3.0,2,7.0,2
331,2020-03-31,Angola,0.0,0,7.0,2
332,2020-04-01,Angola,0.0,0,7.0,2
333,2020-04-02,Angola,1.0,0,8.0,2
334,2020-04-03,Angola,0.0,0,8.0,2
335,2020-04-04,Angola,0.0,0,8.0,2
336,2020-04-05,Angola,2.0,0,10.0,2
337,2020-04-06,Angola,4.0,0,14.0,2
338,2020-04-07,Angola,2.0,0,16.0,2
339,2020-04-08,Angola,1.0,0,17.0,2
340,2020-04-09,Angola,2.0,0,19.0,2
341,2020-04-10,Angola,0.0,0,19.0,2
342,2020-04-11,Angola,0.0,0,19.0,2
343,2020-04-12,Angola,0.0,0,19.0,2
344,2020-04-13,Angola,0.0,0,19.0,2
345,2020-04-14,Angola,0.0,0,19.0,2
346,2020-04-15,Angola,0.0,0,19.0,2
347,2020-04-16,Angola,0.0,0,19.0,2
348,2020-04-17,Angola,0.0,0,19.0,2
349,2020-04-18,Angola,0.0,0,19.0,2
350,2020-04-19,Angola,5.0,0,24.0,2
351,2020-04-20,Angola,0.0,0,24.0,2
352,2020-04-21,Angola,0.0,0,24.0,2
353,2020-04-22,Angola,0.0,0,24.0,2
354,2020-04-23,Angola,0.0,0,24.0,2
355,2020-04-24,Angola,1.0,0,25.0,2
356,2020-04-25,Angola,0.0,0,25.0,2
357,2020-04-26,Angola,0.0,0,25.0,2
358,2020-04-27,Angola,1.0,0,26.0,2
359,2020-04-28,Angola,1.0,0,27.0,2
360,2020-03-27,Anguilla,2.0,0,2.0,0
361,2020-03-28,Anguilla,0.0,0,2.0,0
362,2020-03-29,Anguilla,0.0,0,2.0,0
363,2020-03-30,Anguilla,0.0,0,2.0,0
364,2020-03-31,Anguilla,0.0,0,2.0,0
365,2020-04-01,Anguilla,0.0,0,2.0,0
366,2020-04-02,Anguilla,0.0,0,2.0,0
367,2020-04-03,Anguilla,1.0,0,3.0,0
368,2020-04-04,Anguilla,0.0,0,3.0,0
369,2020-04-05,Anguilla,0.0,0,3.0,0
370,2020-04-06,Anguilla,0.0,0,3.0,0
371,2020-04-07,Anguilla,0.0,0,3.0,0
372,2020-04-08,Anguilla,0.0,0,3.0,0
373,2020-04-09,Anguilla,0.0,0,3.0,0
374,2020-04-10,Anguilla,0.0,0,3.0,0
375,2020-04-11,Anguilla,0.0,0,3.0,0
376,2020-04-12,Anguilla,0.0,0,3.0,0
377,2020-04-13,Anguilla,0.0,0,3.0,0
378,2020-04-14,Anguilla,0.0,0,3.0,0
379,2020-04-15,Anguilla,0.0,0,3.0,0
380,2020-04-16,Anguilla,0.0,0,3.0,0
381,2020-04-17,Anguilla,0.0,0,3.0,0
382,2020-04-18,Anguilla,0.0,0,3.0,0
383,2020-04-19,Anguilla,0.0,0,3.0,0
384,2020-04-20,Anguilla,0.0,0,3.0,0
385,2020-04-21,Anguilla,0.0,0,3.0,0
386,2020-04-22,Anguilla,0.0,0,3.0,0
387,2020-04-23,Anguilla,0.0,0,3.0,0
388,2020-04-24,Anguilla,0.0,0,3.0,0
389,2020-04-25,Anguilla,0.0,0,3.0,0
390,2020-04-26,Anguilla,0.0,0,3.0,0
391,2020-04-27,Anguilla,0.0,0,3.0,0
392,2020-04-28,Anguilla,0.0,0,3.0,0
393,2020-03-15,Antigua and Barbuda,1.0,0,1.0,0
394,2020-03-21,Antigua and Barbuda,0.0,0,1.0,0
395,2020-03-22,Antigua and Barbuda,0.0,0,1.0,0
396,2020-03-23,Antigua and Barbuda,0.0,0,1.0,0
397,2020-03-24,Antigua and Barbuda,0.0,0,1.0,0
398,2020-03-25,Antigua and Barbuda,2.0,0,3.0,0
399,2020-03-26,Antigua and Barbuda,0.0,0,3.0,0
400,2020-03-27,Antigua and Barbuda,4.0,0,7.0,0
401,2020-03-28,Antigua and Barbuda,0.0,0,7.0,0
402,2020-03-29,Antigua and Barbuda,0.0,0,7.0,0
403,2020-03-30,Antigua and Barbuda,0.0,0,7.0,0
404,2020-03-31,Antigua and Barbuda,0.0,0,7.0,0
405,2020-04-01,Antigua and Barbuda,0.0,0,7.0,0
406,2020-04-02,Antigua and Barbuda,0.0,0,7.0,0
407,2020-04-03,Antigua and Barbuda,2.0,0,9.0,0
408,2020-04-04,Antigua and Barbuda,6.0,0,15.0,0
409,2020-04-05,Antigua and Barbuda,0.0,0,15.0,0
410,2020-04-06,Antigua and Barbuda,0.0,0,15.0,0
411,2020-04-07,Antigua and Barbuda,0.0,0,15.0,0
412,2020-04-08,Antigua and Barbuda,0.0,0,15.0,0
413,2020-04-09,Antigua and Barbuda,0.0,0,15.0,0
414,2020-04-10,Antigua and Barbuda,4.0,2,19.0,2
415,2020-04-11,Antigua and Barbuda,2.0,0,21.0,2
416,2020-04-12,Antigua and Barbuda,0.0,0,21.0,2
417,2020-04-13,Antigua and Barbuda,0.0,0,21.0,2
418,2020-04-14,Antigua and Barbuda,2.0,0,23.0,2
419,2020-04-15,Antigua and Barbuda,0.0,0,23.0,2
420,2020-04-16,Antigua and Barbuda,0.0,0,23.0,2
421,2020-04-17,Antigua and Barbuda,0.0,0,23.0,2
422,2020-04-18,Antigua and Barbuda,0.0,0,23.0,2
423,2020-04-19,Antigua and Barbuda,0.0,0,23.0,2
424,2020-04-20,Antigua and Barbuda,0.0,0,23.0,2
425,2020-04-21,Antigua and Barbuda,0.0,1,23.0,3
426,2020-04-22,Antigua and Barbuda,1.0,0,24.0,3
427,2020-04-23,Antigua and Barbuda,0.0,0,24.0,3
428,2020-04-24,Antigua and Barbuda,0.0,0,24.0,3
429,2020-04-25,Antigua and Barbuda,0.0,0,24.0,3
430,2020-04-26,Antigua and Barbuda,0.0,0,24.0,3
431,2020-04-27,Antigua and Barbuda,0.0,0,24.0,3
432,2020-04-28,Antigua and Barbuda,0.0,0,24.0,3
433,2020-03-04,Argentina,1.0,0,1.0,0
434,2020-03-06,Argentina,1.0,0,2.0,0
435,2020-03-07,Argentina,6.0,0,8.0,0
436,2020-03-08,Argentina,1.0,1,9.0,1
437,2020-03-09,Argentina,3.0,0,12.0,1
438,2020-03-11,Argentina,7.0,0,19.0,1
439,2020-03-13,Argentina,12.0,0,31.0,1
440,2020-03-14,Argentina,3.0,1,34.0,2
441,2020-03-15,Argentina,11.0,0,45.0,2
442,2020-03-16,Argentina,11.0,0,56.0,2
443,2020-03-17,Argentina,9.0,0,65.0,2
444,2020-03-18,Argentina,14.0,0,79.0,2
445,2020-03-19,Argentina,18.0,0,97.0,2
446,2020-03-20,Argentina,31.0,1,128.0,3
447,2020-03-21,Argentina,30.0,0,158.0,3
448,2020-03-22,Argentina,67.0,1,225.0,4
449,2020-03-23,Argentina,41.0,0,266.0,4
450,2020-03-24,Argentina,35.0,0,301.0,4
451,2020-03-25,Argentina,86.0,2,387.0,6
452,2020-03-26,Argentina,115.0,2,502.0,8
453,2020-03-27,Argentina,87.0,4,589.0,12
454,2020-03-28,Argentina,101.0,5,690.0,17
455,2020-03-29,Argentina,55.0,2,745.0,19
456,2020-03-30,Argentina,75.0,1,820.0,20
457,2020-03-31,Argentina,146.0,4,966.0,24
458,2020-04-01,Argentina,0.0,0,966.0,24
459,2020-04-02,Argentina,167.0,7,1133.0,31
460,2020-04-03,Argentina,0.0,3,1133.0,34
461,2020-04-04,Argentina,132.0,3,1265.0,37
462,2020-04-05,Argentina,186.0,6,1451.0,43
463,2020-04-06,Argentina,103.0,3,1554.0,46
464,2020-04-07,Argentina,74.0,7,1628.0,53
465,2020-04-08,Argentina,87.0,7,1715.0,60
466,2020-04-09,Argentina,80.0,5,1795.0,65
467,2020-04-10,Argentina,99.0,14,1894.0,79
468,2020-04-11,Argentina,81.0,3,1975.0,82
469,2020-04-12,Argentina,162.0,7,2137.0,89
470,2020-04-13,Argentina,66.0,6,2203.0,95
471,2020-04-14,Argentina,69.0,3,2272.0,98
472,2020-04-15,Argentina,160.0,7,2432.0,105
473,2020-04-16,Argentina,0.0,4,2432.0,109
474,2020-04-17,Argentina,128.0,6,2560.0,115
475,2020-04-18,Argentina,98.0,7,2658.0,122
476,2020-04-19,Argentina,170.0,10,2828.0,132
477,2020-04-20,Argentina,102.0,2,2930.0,134
478,2020-04-21,Argentina,90.0,8,3020.0,142
479,2020-04-22,Argentina,112.0,9,3132.0,151
480,2020-04-23,Argentina,144.0,8,3276.0,159
481,2020-04-24,Argentina,147.0,6,3423.0,165
482,2020-04-25,Argentina,0.0,2,3423.0,167
483,2020-04-26,Argentina,344.0,18,3767.0,185
484,2020-04-27,Argentina,0.0,1,3767.0,186
485,2020-04-28,Argentina,223.0,11,3990.0,197
486,2019-12-31,Armenia,0.0,0,0.0,0
487,2020-01-01,Armenia,0.0,0,0.0,0
488,2020-01-02,Armenia,0.0,0,0.0,0
489,2020-01-03,Armenia,0.0,0,0.0,0
490,2020-01-04,Armenia,0.0,0,0.0,0
491,2020-01-05,Armenia,0.0,0,0.0,0
492,2020-01-06,Armenia,0.0,0,0.0,0
493,2020-01-07,Armenia,0.0,0,0.0,0
494,2020-01-08,Armenia,0.0,0,0.0,0
495,2020-01-09,Armenia,0.0,0,0.0,0
496,2020-01-10,Armenia,0.0,0,0.0,0
497,2020-01-11,Armenia,0.0,0,0.0,0
498,2020-01-12,Armenia,0.0,0,0.0,0
499,2020-01-13,Armenia,0.0,0,0.0,0
500,2020-01-14,Armenia,0.0,0,0.0,0
501,2020-01-15,Armenia,0.0,0,0.0,0
502,2020-01-16,Armenia,0.0,0,0.0,0
503,2020-01-17,Armenia,0.0,0,0.0,0
504,2020-01-18,Armenia,0.0,0,0.0,0
505,2020-01-19,Armenia,0.0,0,0.0,0
506,2020-01-20,Armenia,0.0,0,0.0,0
507,2020-01-21,Armenia,0.0,0,0.0,0
508,2020-01-22,Armenia,0.0,0,0.0,0
509,2020-01-23,Armenia,0.0,0,0.0,0
510,2020-01-24,Armenia,0.0,0,0.0,0
511,2020-01-25,Armenia,0.0,0,0.0,0
512,2020-01-26,Armenia,0.0,0,0.0,0
513,2020-01-27,Armenia,0.0,0,0.0,0
514,2020-01-28,Armenia,0.0,0,0.0,0
515,2020-01-29,Armenia,0.0,0,0.0,0
516,2020-01-30,Armenia,0.0,0,0.0,0
517,2020-01-31,Armenia,0.0,0,0.0,0
